cds_code,county,district,school,school_type,sector_type,charter,status,details_url,email,administrator,cds code,cds coordinator contact for data updates,charter funding type,charter number,chief business official,educational program type,fax number,federal charter district id,high grade,last updated,low grade,magnet,mailing address,multilingual instruction,nces_federal school id,open date,phone number,public school,school address,school type,statistical info,virtual instruction,web address,year round
34674470114983,Sacramento,San Juan Unified,Golden Valley River,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34674470114983,rsutton@goldenvalleycharter.org,Ryan Sutton Principal (916) 987-6141 Ext. 224 rsutton@goldenvalleycharter.org,34 67447 0114983,Marea Touray (916) 971-7200 Request Data Update(s),Directly funded,0946,Jennifer Hoover Executive Director (916) 542-7481 jhoover@goldenvalleycharter.org,Traditional,(916) 987-6741,0601669,8,"May 23, 2025",K,No,"9601 Lake Natoma Dr. Orangevale, CA 95662-5022",No,11902,"August 27, 2007",(916) 987-6141,Yes,"9601 Lake Natoma Dr. Orangevale, CA 95662-5022 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.goldenvalleycharter.org Link opens new browser tab,No
34674473430691,Sacramento,San Juan Unified,Options for Youth-San Juan,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34674473430691,ofysjleadership@ofy.org,Ileana Kiriakos Superintendent (909) 531-3015 ofysjleadership@ofy.org,34 67447 3430691,Marea Touray (916) 971-7200 Request Data Update(s),Directly funded,0217,Andy Tsai Assistant Superintendent of Business Operations (626) 590-8573 andy@ofy.org,Traditional,(916) 485-5484,0601794,12,"July 17, 2025",7,No,"16023 Arrow Hwy. Ste. C Irwindale, CA 91706",No,08578,"August 23, 1999",(916) 485-5111,Yes,"5825 Windmill Way Carmichael, CA 95608-1300 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Primarily Classroom,www.ofy.org Link opens new browser tab,Yes
34674473430758,Sacramento,San Juan Unified,San Juan Choices Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34674473430758,choicescharter@sanjuan.edu,Brent Givens School Director (916) 979-8378 brent.givens@sanjuan.edu,34 67447 3430758,Marea Touray (916) 971-7200 Request Data Update(s),Locally funded,0275,Brent Givens Chief Business Official (916) 979-8806 brent.givens@sanjuan.edu,Traditional,(916) 979-8534,,12,"May 23, 2025",6,No,"4425 Laurelwood Way Sacramento, CA 95864-0881",No,08284,"July 1, 1999",(916) 979-8378,Yes,"4425 Laurelwood Way Sacramento, CA 95864-0881 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Primarily Virtual,www.choicescharter.org Link opens new browser tab,No
34674473430717,Sacramento,San Juan Unified,Visions In Education,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34674473430717,getintouch@viedu.org,Steve Olmos Superintendent (916) 883-1626 superintendent@viedu.org,34 67447 3430717,Marea Touray (916) 971-7200 Request Data Update(s),Directly funded,0248,Tom Tafoya Chief Operations Officer (916) 883-1800 ttafoya@viedu.org,Traditional,(916) 573-4190,0602353,12,"June 12, 2025",K,No,"11931 Foundation Pl. Gold River, CA 95670-4538",No,08283,"July 1, 1999",(916) 883-1601,Yes,"11931 Foundation Pl. Gold River, CA 95670-4538 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Primarily Virtual,www.viedu.org Link opens new browser tab,No
34765050139584,Sacramento,Twin Rivers Unified,California Innovative Career Academy,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34765050139584,jonathan.raymond@hccts.org,Jonathan Raymond Executive Director (916) 738-0837 jonathan.raymond@hccts.org,34 76505 0139584,Chris Arnold (916) 566-1600 Ext. 34103 Request Data Update(s),Directly funded,2072,Matthew Lemos Director of Fiscal Services (916) 844-2283 Ext. 158 matthew.lemos@hccts.org,Traditional,Information Not Available,0602509,12,"June 30, 2025",1,No,"1333 Grand Ave. Sacramento, CA 95838",No,14417,"August 12, 2019",(916) 436-5770,Yes,"1333 Grand Ave. Sacramento, CA 95838-3654 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.hccts.org Link opens new browser tab,Yes
34765050108837,Sacramento,Twin Rivers Unified,Community Collaborative Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34765050108837,superintendent@gcccharters.org,Jason Sample Superintendent/CEO (916) 286-5199 superintendent@gcccharters.org,34 76505 0108837,Chris Arnold (916) 566-1600 Ext. 34103 Request Data Update(s),Directly funded,0699,Omaira Reyna Chief Business Official (916) 286-5199 omaira.reyna@gcccharters.org,Traditional,(916) 921-2572,0602433,12,"May 23, 2025",K,No,"5715 Skvarla Ave. McClellan, CA 95652-2424",No,11072,"August 23, 2005",(916) 286-5161,Yes,"5715 Skvarla Ave. McClellan, CA 95652-2424 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.gcccharters.org Link opens new browser tab,Yes
34765050101766,Sacramento,Twin Rivers Unified,Community Outreach Academy,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34765050101766,superintendent@gcccharters.org,Jason Sample Superintendent/CEO (916) 286-5199 superintendent@gcccharters.org,34 76505 0101766,Chris Arnold (916) 566-1600 Ext. 34103 Request Data Update(s),Directly funded,0561,Omaira Reyna Chief Business Official (916) 286-5199 omaira.reyna@gcccharters.org,Traditional,(916) 640-0227,0602081,12,"May 23, 2025",K,No,"5637 Skvarla Ave. McClellan, CA 95652-2439",No,11200,"September 25, 2003",(916) 286-5170,Yes,"5637 Skvarla Ave. McClellan, CA 95652-2439 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.gcccharters.org Link opens new browser tab,Yes
34765050108795,Sacramento,Twin Rivers Unified,Creative Connections Arts Academy,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34765050108795,brian.emerson@trusd.net,Brian Emerson Principal (916) 566-1870 brian.emerson@trusd.net,34 76505 0108795,Chris Arnold (916) 566-1600 Ext. 34103 Request Data Update(s),Locally funded,0686,Kate Ingersoll Executive Director Fiscal Services (916) 566-1702 kate.ingersoll@trusd.net,Traditional,(916) 566-3505,,12,"May 23, 2025",K,No,"7201 Arutas Dr. North Highlands, CA 95660-2809",No,11074,"August 22, 2005",(916) 566-1870,Yes,"7201 Arutas Dr. North Highlands, CA 95660-2809 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,http://ccaa.trusd.net/ Link opens new browser tab,No
34765050101832,Sacramento,Twin Rivers Unified,Futures High,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34765050101832,superintendent@gcccharters.org,Jason Sample Superintendent/CEO (916) 286-5199 superintendent@gcccharters.org,34 76505 0101832,Chris Arnold (916) 566-1600 Ext. 34103 Request Data Update(s),Directly funded,0560,Omaira Reyna Chief Business Official (916) 286-5199 omaira.reyna@gcccharters.org,Traditional,(916) 263-6059,0601775,12,"May 23, 2025",9,No,"900 Grace Ave. Sacramento, CA 95838-2348",No,11070,"August 24, 2004",(916) 286-1902,Yes,"900 Grace Ave. Sacramento, CA 95838-2348 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,www.gcccharters.org Link opens new browser tab,Yes
34765050108415,Sacramento,Twin Rivers Unified,Heritage Peak Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34765050108415,yolanda.villegas@pacificcharters.org,Yolanda Villegas Director yolanda.villegas@pacificcharters.org,34 76505 0108415,Chris Arnold (916) 566-1600 Ext. 34103 Request Data Update(s),Directly funded,0687,Jonathan Chao CBO (866) 992-9033 Ext. 3021 jonathan.chao@pacificcharters.org,Traditional,(916) 338-4770,0602371,12,"May 23, 2025",K,No,"2241 Harvard St., Ste. 310 Sacramento, CA 95815",No,11073,"September 6, 2005",(866) 992-9033,Yes,"631 L St. Rio Linda, CA 95673-3430 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.pacificcharters.org Link opens new browser tab,No
34765050113878,Sacramento,Twin Rivers Unified,Higher Learning Academy,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34765050113878,superintendent@gcccharters.org,Jason Sample Superintendent/CEO (916) 286-5199 superintendent@gcccharters.org,34 76505 0113878,Chris Arnold (916) 566-1600 Ext. 34103 Request Data Update(s),Directly funded,0862,Omaira Reyna Chief Business Official (916) 286-5199 omaira.reyna@gcccharters.org,Traditional,(916) 263-8346,0601824,12,"May 23, 2025",K,No,"900 Grace Ave. Sacramento, CA 95838-2348",No,11916,"August 20, 2007",(916) 286-5183,Yes,"900 Grace Ave. Sacramento, CA 95838-2348 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.gcccharters.org Link opens new browser tab,Yes
34765050130757,Sacramento,Twin Rivers Unified,Highlands Community Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34765050130757,info@hccts.org,Jonathan Raymond Executive Director (916) 738-0837 jonathan.raymond@hccts.org,34 76505 0130757,Chris Arnold (916) 566-1600 Ext. 34103 Request Data Update(s),Directly funded,1674,Matthew Lemos Director of Fiscal Services (916) 844-2283 Ext. 158 matthew.lemos@hccts.org,Traditional,(916) 471-0552,0602442,12,"June 30, 2025",1,No,"1333 Grand Ave. Sacramento, CA 95838-3654",No,13830,"August 18, 2014",(916) 844-2283,Yes,"1333 Grand Ave. Sacramento, CA 95838-3654 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Primarily Classroom,www.hccts.org Link opens new browser tab,Yes
34765050114272,Sacramento,Twin Rivers Unified,SAVA - Sacramento Academic and Vocational Academy,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34765050114272,superintendent@gcccharters.org,Jason Sample Superintendent/CEO (916) 286-5199 superintendent@gcccharters.org,34 76505 0114272,Chris Arnold (916) 566-1600 Ext. 34103 Request Data Update(s),Directly funded,0878,Omaira Reyna Chief Business Official (916) 286-5199 omaira.reyna@gcccharters.org,Traditional,(916) 928-1063,0602285,12,"May 23, 2025",7,No,"1214 North Market Blvd. Sacramento, CA 95834-2931",No,11951,"August 20, 2007",(916) 286-1920,Yes,"1214 North Market Blvd. Sacramento, CA 95834-2931 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,www.gcccharters.org Link opens new browser tab,Yes
34765056033336,Sacramento,Twin Rivers Unified,Smythe Academy of Arts and Sciences,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34765056033336,kenneth.dandurand@trusd.net,Kenneth Dandurand Principal (916) 566-2740 Ext. 24300 kenneth.dandurand@trusd.net,34 76505 6033336,Chris Arnold (916) 566-1600 Ext. 34103 Request Data Update(s),Locally funded,0796,Kate Ingersoll Executive Director Fiscal Services (916) 566-1702 kate.ingersoll@trusd.net,Traditional,(916) 566-3584,,8,"May 23, 2025",K,No,"2781 Northgate Blvd. Sacramento, CA 95833-2208",No,04148,"July 1, 1980",(916) 566-2740,Yes,"2781 Northgate Blvd. Sacramento, CA 95833-2208 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,http://smythe6.trusd.net/ Link opens new browser tab,No
34765056112643,Sacramento,Twin Rivers Unified,Westside Preparatory Charter,Intermediate/Middle Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34765056112643,kristina.jordan@trusd.net,Kristina Jordan Principal (916) 566-1990 kristina.jordan@trusd.net,34 76505 6112643,Chris Arnold (916) 566-1600 Ext. 34103 Request Data Update(s),Locally funded,0073,"Kate Ingersoll Executive Director, Fiscal Services (916) 566-1702 kate.ingersoll@trusd.net",Traditional,(916) 566-1991,,8,"May 23, 2025",7,No,"6537 West Second St. Rio Linda, CA 95673-3231",No,05023,"August 30, 1994",(916) 566-1990,Yes,"6537 West Second St. Rio Linda, CA 95673-3231 Google Map Link opens new browser tab",Intermediate/Middle Schools (Public),Link to School Profile,Not Virtual,http://wpcs.trusd.net/ Link opens new browser tab,No
35674700127688,San Benito,Hollister,Hollister Prep,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=35674700127688,info@navigatorschools.org,Norma Knox Principal norma.knox@navigatorschools.org,35 67470 0127688,Erika Sanchez (831) 630-6300 Request Data Update(s),Directly funded,1507,"Ami Ortiz Director, Business and Finance (831) 217-4881 aortiz@navigatorschools.org",Traditional,Information Not Available,0602320,8,"May 23, 2025",K,No,"881 Line St. Hollister, CA 95023-4514",No,13525,"August 17, 2013",(831) 313-0772,Yes,"881 Line St. Hollister, CA 95023-4514 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.hollisterprep.org Link opens new browser tab,No
35103550142489,San Benito,San Benito County Office of Education,Polytechnic Academy,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=35103550142489,info@poly-academy.org,Nicole Prater Principal (831) 297-1883 nprater@poly-academy.org,35 10355 0142489,Antonio Vela (831) 637-5393 Ext. 106 Request Data Update(s),Directly funded,2145,Nicole Prater Principal (831) 297-1883 nprater@poly-academy.org,Traditional,Information Not Available,0691149,12,"September 9, 2025",9,No,"365 4th St. Hollister, CA 95023",,14714,"September 2, 2025",(831) 297-1883,Yes,"365 4th St. Hollister, CA 95023-3830 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Primarily Classroom,www.poly-academy.org/ Link opens new browser tab,No
36675870128462,San Bernardino,Adelanto Elementary,Taylion High Desert Academy/Adelanto,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36675870128462,hdinfo@taylion.com,Shannon Smith Executive Director (760) 933-4537 Taylioned@taylion.com,36 67587 0128462,Michael Krause (760) 514-1111 Request Data Update(s),Directly funded,1520,Information Not Available,Traditional,(760) 843-6612,0601970,12,"May 23, 2025",K,No,"11336 Bartlett Ave. Ste. 9 Adelanto, CA 92301-1948",No,13723,"August 14, 2013",(760) 843-6622,Yes,"11336 Bartlett Ave. Ste. 9 Adelanto, CA 92301-1948 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.taylionhighdesert.com Link opens new browser tab,Yes
36750773631207,San Bernardino,Apple Valley Unified,Academy for Academic Excellence,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36750773631207,aae@lcer.org,Chet Richards Principal (760) 946-5414 aae-principal@lcer.org,36 75077 3631207,Kilee Caudell (760) 247-8001 Ext. 20702 Request Data Update(s),Directly funded,0127,David Gruber Director of Finance (760) 946-5414 Ext. 172 dgruber@lcer.org,Traditional,(760) 946-0816,0601911,12,"May 23, 2025",K,No,"17500 Mana Rd. Apple Valley, CA 92307-2181",No,07296,"August 4, 1997",(760) 946-5414,Yes,"17500 Mana Rd. Apple Valley, CA 92307-2181 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,http://aae.lewiscenter.org Link opens new browser tab,Yes
36676780137547,San Bernardino,Chino Valley Unified,Allegiance STEAM Academy - Thrive,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36676780137547,info@asathrive.org,Sebastian Cognetta CEO (909) 465-5404 sebastian.cognetta@asathrive.org,36 67678 0137547,Joseph Duarte (909) 628-1202 Ext. 1640 Request Data Update(s),Directly funded,1945,Sara Lopez Director of Business Services (909) 465-5405 Ext. 3379 sara.lopez@asathrive.org,Traditional,Information Not Available,0602175,8,"May 23, 2025",K,No,"5862 C St. Chino, CA 91710-4471",No,14235,"August 27, 2018",(909) 465-5404,Yes,"5862 C St. Chino, CA 91710-4471 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,http://asathrive.org/ Link opens new browser tab,No
36677100141952,San Bernardino,Fontana Unified,"Allegiance STEAM Academy - Thrive, Fontana",Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36677100141952,sebastian.cognetta@asathrive.org,Sebastian Cognetta CEO (909) 456-5405 sebastian.cognetta@asathrive.org,36 67710 0141952,Michael Mc Girr (909) 357-5000 Ext. 29142 Request Data Update(s),Directly funded,2130,Sara Lopez COO (909) 465-5405 Ext. 3379 sara.lopez@asathrive.org,Traditional,Information Not Available,0691138,8,"August 22, 2025",K,No,"5862 C St. Chino, CA 91710",No,14669,"August 14, 2023",(909) 465-5405,Yes,"7930 Locust Ave. Fontana, CA 92336-2307 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.asafontana.org Link opens new browser tab,No
36677360116723,San Bernardino,Helendale Elementary,Academy of Careers and Exploration,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36677360116723,sbates@helendalesd.com,Mr. Scott Bates Principal (760) 952-1266 sbates@helendalesd.com,36 67736 0116723,Trish Campbell (760) 952-1180 Ext. 1101 Request Data Update(s),Locally funded,0968,Kelly Henderson Assistant Superintendent/CBO (760) 952-1180 khenderson@helendalesd.com,Traditional,(760) 245-3210,,12,"May 23, 2025",7,No,"PO Box 249 Helendale, CA 92342-0249",No,12368,"August 25, 2008",(760) 952-1266,Yes,"13943 Rivers Edge Rd. Helendale, CA 92342 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,www.helendalesd.com/schools/a_c_e_and_r_m_s_school Link opens new browser tab,No
36677360128439,San Bernardino,Helendale Elementary,Empire Springs Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36677360128439,receptionist@springscs.org,Dr. Kathleen Hermsmeyer Superintendent (951) 255-8800 kathleen.hermsmeyer@springscs.org,36 67736 0128439,Trish Campbell (760) 952-1180 Ext. 1101 Request Data Update(s),Directly funded,1592,"Tanya Rogers Assistant Superintendent, Business (951) 225-7759 tanya.rogers@springscs.org",Traditional,(951) 252-8801,0601701,12,"May 23, 2025",K,No,"27740 Jefferson Ave. Temecula, CA 92590-2698",No,13671,"August 27, 2013",(951) 252-8800,Yes,"27740 Jefferson Ave. Temecula, CA 92590-2698 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.springscharterschools.org Link opens new browser tab,No
36677360139576,San Bernardino,Helendale Elementary,Excel Academy Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36677360139576,hgasca@excelacademy.education,Heidi Gasca Superintendent (949) 412-3122 hgasca@excelacademy.education,36 67736 0139576,Trish Campbell (760) 952-1180 Ext. 1101 Request Data Update(s),Directly funded,2073,"Joe Sorrera Director, Business Services (951) 768-2380 jsorrera@excelacademy.education",Traditional,(949) 209-2689,0602487,12,"August 22, 2025",K,No,"1 Technology Dr. Bldg. I, Ste. 811 Irvine, CA 92618-2339",No,14407,"July 1, 2019",(949) 387-7822,Yes,"1 Technology Dr. Bldg. I, Ste. 811 Irvine, CA 92618-2339 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Primarily Virtual,www.excelacademy.education Link opens new browser tab,No
36677360130948,San Bernardino,Helendale Elementary,Independence Charter Academy,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36677360130948,cbutler@helendalesd.com,Mr. Christopher Ontiveros Principal (760) 952-1760 contiveros@helendalesd.com,36 67736 0130948,Trish Campbell (760) 952-1180 Ext. 1101 Request Data Update(s),Locally funded,1679,Kelly Henderson Assistant Superintendent/CBO (760) 952-1180 khenderson@helendalesd.com,Traditional,(760) 245-1034,,12,"August 22, 2025",K,No,"PO Box 249 Helendale, CA 92342-0249",No,13836,"August 1, 2014",(760) 952-1760,Yes,"15350 Riverview Rd. PO Box 249 Helendale, CA 92342 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.helendalesd.com/cms/one.aspx?portalid54372&pageid384056 Link opens new browser tab,No
36677360136069,San Bernardino,Helendale Elementary,Sage Oak Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36677360136069,kwoodgrift@sageoak.education,Krista Woodgrift Superintendent (888) 435-4445 kwoodgrift@sageoak.education,36 67736 0136069,Trish Campbell (760) 952-1180 Ext. 1101 Request Data Update(s),Directly funded,1885,"Tim O'Brien Director, Business Services (888) 345-4445 tobrien@sageoak.education",Traditional,(888) 241-6118,0601629,12,"May 23, 2025",K,No,"1473 Ford St. Ste. #105 Redlands, CA 92373-3913",No,14107,"July 1, 2017",(888) 435-4445,Yes,"1473 Ford St. Ste. #105 Redlands, CA 92373-3913 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Primarily Virtual,www.sageoak.education Link opens new browser tab,No
36677360136937,San Bernardino,Helendale Elementary,Vista Norte Public Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36677360136937,principal@vistanortecharter.org,Ms. Rachel Taggart Area Superintendent (909) 509-5496 principal@vistanortecharter.org,36 67736 0136937,Trish Campbell (760) 952-1180 Ext. 1101 Request Data Update(s),Directly funded,1919,"Claudio Wohl VP, Finance (661) 272-1225 cbo@vistanortecharter.org",Traditional,(951) 839-6242,0601715,12,"July 23, 2025",K,No,"248 East Base Line Rd. Rialto, CA 92376-3506",No,14217,"July 1, 2018",(909) 509-5496,Yes,"248 East Base Line Rd. Rialto, CA 92376-3506 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.vistanortecharter.org Link opens new browser tab,Yes
36750440114389,San Bernardino,Hesperia Unified,Altus Schools Mirus,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36750440114389,info@miruscharter.com,Mary Bixby Superintendent School Services and Founder (858) 678-2045 mbixby@altusschools.net,36 75044 0114389,Michelle Rush (760) 244-4411 Ext. 7240 Request Data Update(s),Directly funded,0885,Lynne Alipio Chief Business Officer (858) 678-2048 lalipio@altusschools.net,Traditional,(760) 947-7135,0601847,12,"May 23, 2025",7,No,"10170 Huennekens St. San Diego, CA 92121",No,11899,"May 15, 2007",(760) 947-7100,Yes,"14135 Main St., Ste. 201 Hesperia, CA 92345-4675 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,www.altusmirus.com Link opens new browser tab,Yes
36750440118059,San Bernardino,Hesperia Unified,LaVerne Elementary Preparatory Academy,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36750440118059,debbie.tarver@lepacademy.com,Debbie Tarver Director (760) 948-4333 debbie.tarver@lepacademy.com,36 75044 0118059,Michelle Rush (760) 244-4411 Ext. 7240 Request Data Update(s),Directly funded,1034,Debbie Tarver CBO (760) 948-4333 debbie.tarver@lepacademy.com,Traditional,Information Not Available,0601686,8,"May 23, 2025",K,No,"PO Box 400880 Hesperia, CA 92340",No,12333,"August 11, 2008",(760) 948-4333,Yes,"9966 I Ave. Hesperia, CA 92345-8732 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,Information Not Available,No
36750440112441,San Bernardino,Hesperia Unified,Pathways to College K8,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36750440112441,ptcinfo@pathwaysk8.com,Craig Merrill Principal (760) 949-8002 craig.merrill@pathwaysk8.com,36 75044 0112441,Michelle Rush (760) 244-4411 Ext. 7240 Request Data Update(s),Directly funded,0801,Jessica Jimenez Chief Business Official (760) 949-8002 jessica.jimenez@pathwaysk8.com,Traditional,(760) 947-9648,0601475,8,"May 23, 2025",P,No,"PO Box 401448 Hesperia, CA 92340-1448",No,11746,"August 7, 2006",(760) 949-8002,Yes,"10127 3rd Ave Hesperia, CA 92345 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.pathwaysk8.com Link opens new browser tab,No
36750440107516,San Bernardino,Hesperia Unified,Summit Leadership Academy-High Desert,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36750440107516,info@slahd.com,Victor Allende Executive Director (760) 949-9202 victor.allende@slahd.com,36 75044 0107516,Michelle Rush (760) 244-4411 Ext. 7240 Request Data Update(s),Directly funded,0671,Desiree Gardner CBO (760) 949-9202 desiree.gardner@slahd.com,Traditional,(760) 949-9257,0601607,12,"May 23, 2025",7,No,"12850 Muscatel St. Hesperia, CA 92345-5566",No,11118,"September 13, 2004",(760) 949-9202,Yes,"12850 Muscatel St. Hesperia, CA 92345-5566 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,www.slahd.com Link opens new browser tab,No
36750510136432,San Bernardino,Lucerne Valley Unified,Alta Vista Innovation High,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36750510136432,principal@innovationaltavista.org,Rachel Taggart Area Superintendent (760) 203-4846 rtaggart@assurancelearning.org,36 75051 0136432,Melissa Cook-Rodriguez (760) 248-6108 Ext. 4131 Request Data Update(s),Directly funded,1895,Claudio Wohl Sr. VP Finance (661) 272-1225 cbo@innovationaltavista.org,Traditional,(760) 247-5314,0601625,12,"August 18, 2025",9,No,"11988 Hesperia Rd. Hesperia, CA 92345-1426",No,14154,"July 1, 2017",(760) 203-4846,Yes,"11988 Hesperia Rd. Hesperia, CA 92345-1426 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,www.innovationaltavista.org Link opens new browser tab,Yes
36750510136960,San Bernardino,Lucerne Valley Unified,Elite Academic Academy - Lucerne,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36750510136960,mfreeman@eliteacademic.com,Ashlea Kirkland CEO (866) 354-8302 Ext. 705 akirkland@eliteacademic.com,36 75051 0136960,Melissa Cook-Rodriguez (760) 248-6108 Ext. 4131 Request Data Update(s),Directly funded,1923,Adam Woodward CFO (866) 354-8302 awoodward@eliteacademic.com,Traditional,Information Not Available,0602207,12,"August 18, 2025",K,No,"43414 Business Park Dr. Temecula, CA 92590-5526",No,14250,"July 1, 2018",(866) 354-8302 Ext. 703,Yes,"43414 Business Park Dr. Temecula, CA 92590-5526 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Primarily Virtual,www.eliteacademic.com Link opens new browser tab,Yes
36750510137794,San Bernardino,Lucerne Valley Unified,Gorman Learning Center San Bernardino/Santa Clarita,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36750510137794,oduran@gormanlc.org,Olivia Duran Executive Director (909) 307-6312 oduran@gormanlc.org,36 75051 0137794,Melissa Cook-Rodriguez (760) 248-6108 Ext. 4131 Request Data Update(s),Directly funded,1977,Olivia Duran Executive Director (909) 307-6312 oduran@gormanlc.org,Traditional,(909) 793-5964,0601823,12,"May 23, 2025",K,No,"1826 Orange Tree Ln. Redlands, CA 92374",No,14328,"July 1, 2018",(909) 307-6312,Yes,"1826 Orange Tree Ln. Redlands, CA 92374-2821 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,http://gormanlcn.org/ Link opens new browser tab,No
