cds_code,website,email,domain,school_name,county,district
19647336019939,http://westwoodces.lausd.org,elizabeth.lehmann@lausd.net,westwoodces.lausd.org,Westwood Charter Elementary,Los Angeles,Los Angeles Unified
19647336019954,http://wilburcharteres.lausd.org,crystal.shirley@lausd.net,wilburcharteres.lausd.org,Wilbur Charter for Enriched Academics,Los Angeles,Los Angeles Unified
19647330135632,https://www.wishcharter.org,info@wishcharter.org,www.wishcharter.org,WISH Academy High,Los Angeles,Los Angeles Unified
19647336020036,http://woodlakeelementary.org,aka7154@lausd.net,woodlakeelementary.org,Woodlake Elementary Community Charter,Los Angeles,Los Angeles Unified
19647336020044,http://wheces.org,c.desiderio@lausd.net,wheces.org,Woodland Hills Elementary Charter for Enriched Studies,Los Angeles,Los Angeles Unified
19648570112714,https://www.avlearning.org,principal@avlearning.org,www.avlearning.org,Antelope Valley Learning Academy,Los Angeles,Palmdale Elementary
19648570140889,https://www.palmdalesd.org/pacs,karriaranbuono@palmdalesd.org,www.palmdalesd.org,Palmdale Academy Charter,Los Angeles,Palmdale Elementary
19648570125377,https://www.tpaa.org,ceo@tpaa.org,www.tpaa.org,Palmdale Aerospace Academy,Los Angeles,Palmdale Elementary
19648810113464,https://www.aveson.org,reporting@aveson.org,www.aveson.org,Aveson Global Leadership Academy,Los Angeles,Pasadena Unified
19648810118075,https://www.learningworkscharter.com,mikala@learningworkscharter.com,www.learningworkscharter.com,Learning Works,Los Angeles,Pasadena Unified
19648810136945,http://odysseycharterschool.org,ocssouth@ocsmail.org,odysseycharterschool.org,OCS - South,Los Angeles,Pasadena Unified
19648810113894,http://rosebudacademy.com,pasadenarosebud@yahoo.com,rosebudacademy.com,Pasadena Rosebud Academy,Los Angeles,Pasadena Unified
19649076021984,http://lvstc.pusd.org,sergio.chavez@pusd.org,lvstc.pusd.org,La Verne Science and Technology Charter,Los Angeles,Pomona Unified
19649071996693,https://www.thesae.k12.ca.us/,leadership@thesae.org,www.thesae.k12.ca.us,School of Arts and Enterprise,Los Angeles,Pomona Unified
19649070115170,http://seeo.pusd.org,deena.ashford@pusd.org,seeo.pusd.org,School of Extended Educational Options,Los Angeles,Pomona Unified
19734520120600,http://iqca.k12start.com,nicstecken@iqcala.com,iqca.k12start.com,iQ Academy California-Los Angeles,Los Angeles,Rowland Unified
19650946023527,https://www.sanjosecharteracademy.com,erin.shiroma@sjcharter.com,www.sanjosecharteracademy.com,San Jose Charter Academy,Los Angeles,West Covina Unified
19651360114439,https://www.missionview.org,principal@missionview.org,www.missionview.org,Mission View Public,Los Angeles,William S. Hart Union High
19651360117234,http://ileadsantaclarita.org,office@scvi-k12.org,ileadsantaclarita.org,Santa Clarita Valley International,Los Angeles,William S. Hart Union High
20756060132936,http://cac.chawanakee.k12.ca.us,abourdon@mychawanakee.org,cac.chawanakee.k12.ca.us,Chawanakee Academy Charter,Madera,Chawanakee Unified
20756060125021,https://www.chawanakee.k12.ca.us,rcorippo@mychawanakee.org,www.chawanakee.k12.ca.us,Minarets Charter High,Madera,Chawanakee Unified
20102070117184,https://www.mcsos.org,hsanchez@mcsos.org,www.mcsos.org,Madera County Independent Academy,Madera,Madera County Superintendent of Schools
20652430107938,https://www.libertycharterschool.org,j.mcclure@etaacharter.com,www.libertycharterschool.org,Liberty Charter,Madera,Madera Unified
20652430100016,https://www.stcsca.org,tnapier@mystcs.org,www.stcsca.org,Sherman Thomas Charter,Madera,Madera Unified
20652430134510,http://stcsca.org/sherman-thomas-stem-academy/,jabrock@stcsca.org,stcsca.org,Sherman Thomas STEM Academy,Madera,Madera Unified
20764146110076,https://www.mountainhomecharter.org,mcox@wscsfamily.org,www.mountainhomecharter.org,Mountain Home Charter (Alternative),Madera,Yosemite Unified
21102150135350,https://www.rossvalleycharter.org,info@rossvalleycharter.org,www.rossvalleycharter.org,Ross Valley Charter,Marin,Marin County Office of Education
21654176113229,http://novatocharterschool.org,ccapobianco@novatocharterschool.org,novatocharterschool.org,Novato Charter,Marin,Novato Unified
22655320125823,https://www.sierrafoothillcharterschool.org,sjacobs@sierrafoothillcharterschool.org,www.sierrafoothillcharterschool.org,Sierra Foothill Charter,Mariposa,Mariposa County Unified
23655576116669,https://www.pacificcharterschool.org,info@pacificcharterschool.org,www.pacificcharterschool.org,Pacific Community Charter,Mendocino,Arena Union Elementary
23655650123737,https://www.trcschool.org/,director@trcschool.org,www.trcschool.org,Three Rivers Charter,Mendocino,Fort Bragg Unified
23656072330272,https://www.eelriverschool.net,office@eelriverschool.net,www.eelriverschool.net,Eel River Charter,Mendocino,Round Valley Unified
23656152330413,https://www.caredwoods.org,ccimmiyotti@redwoodacademy.org,www.caredwoods.org,Redwood Collegiate Academy,Mendocino,Ukiah Unified
23656150115055,https://www.riveroakcharterschool.org,jlockwood@riveroakcharterschool.org,www.riveroakcharterschool.org,River Oak Charter,Mendocino,Ukiah Unified
23656150140814,https://www.sanelvalleyacademy.com,info@sanelvalleyacademy.com,www.sanelvalleyacademy.com,Shanél Valley Academy,Mendocino,Ukiah Unified
23656156117386,https://www.treeoflifeschool.net,businessmanager@treeoflifeschool.net,www.treeoflifeschool.net,Tree of Life Charter,Mendocino,Ukiah Unified
23656230112300,https://www.lavidaschool.org,annk@lavidaschool.org,www.lavidaschool.org,La Vida Charter,Mendocino,Willits Unified
23656232330363,https://www.willitscharter.net,wcs@willitscharter.net,www.willitscharter.net,Willits Charter,Mendocino,Willits Unified
23656230125658,http://willitselementarycharter.com,willitselementarycharter@gmail.com,willitselementarycharter.com,Willits Elementary Charter,Mendocino,Willits Unified
24656496025381,https://www.ballicocressey.com,bpropes@ballicocressey.com,www.ballicocressey.com,Ballico-Cressey Community Charter,Merced,Ballico-Cressey Elementary
24102490138032,http://mcoe.org/comebackcharter,ddean@mcoe.org,mcoe.org,Come Back Charter,Merced,Merced County Office of Education
26102640124990,https://www.urbancorpscharter.com/,dthomas@uccharter.org,www.urbancorpscharter.com,Urban Corps of San Diego County Charter,Mono,Mono County Office of Education
27751500118349,https://www.bigsurcharterschool.org/,bscs@bigsurcharterschool.org,www.bigsurcharterschool.org,Big Sur Charter,Monterey,Big Sur Unified
27102720124297,https://www.bayview-academy.org,ronda.griffith-harman@bayview-academy.org,www.bayview-academy.org,Bay View Academy,Monterey,Monterey County Office of Education
27102720112177,https://www.mbayschool.org,office@mbcharterschool.org,www.mbayschool.org,Monterey Bay Charter,Monterey,Monterey County Office of Education
27102726119663,https://www.oasischarterschool.com,info@oasischarterschool.org,www.oasischarterschool.com,Oasis Charter Public,Monterey,Monterey County Office of Education
27102720116491,http://montereycoe.org,pvanderm@montereycoe.org,montereycoe.org,Open Door Charter,Monterey,Monterey County Office of Education
27660926118962,https://www.ismonterey.org,info@ismonterey.org,www.ismonterey.org,International School of Monterey,Monterey,Monterey Peninsula Unified
27660922730240,http://lflcs.org,info@lflcs.org,lflcs.org,Learning for Life Charter,Monterey,Monterey Peninsula Unified
28662660108605,https://www.stonebridgeschool.org,office@stonebridgeschool.org,www.stonebridgeschool.org,Stone Bridge,Napa,Napa Valley Unified
29663160125013,https://www.chicagoparkschool.org,katiek@chicagoparkschool.org,www.chicagoparkschool.org,Chicago Park Community Charter,Nevada,Chicago Park Elementary
29663326111140,https://www.gvsd.us,lduchene@gvsd.us,www.gvsd.us,Grass Valley Charter,Nevada,Grass Valley Elementary
29102980114314,https://www.bitneyprep.net,info@bitneyprep.net,www.bitneyprep.net,Bitney Prep High,Nevada,Nevada County Office of Education
29102980126219,https://www.forestcharter.com,psagebiel@forestcharter.com,www.forestcharter.com,Forest Charter,Nevada,Nevada County Office of Education
29102980114330,https://www.ncsota.org,director@ncsota.org,www.ncsota.org,Nevada City School of the Arts,Nevada,Nevada County Office of Education
29102980126227,https://www.trhs.us,pauline@trhs.us,www.trhs.us,Twin Ridges Home Study Charter,Nevada,Nevada County Office of Education
29102980114322,https://www.yubariverschool.org,director@yubariverschool.org,www.yubariverschool.org,Yuba River Charter,Nevada,Nevada County Office of Education
29663570124834,https://www.sierraacademy.net,saelinfo@sierraacademy.net,www.sierraacademy.net,Sierra Academy of Expeditionary Learning,Nevada,Nevada Joint Union High
29768776111371,https://www.pvuesd.org,mconley@pvuesd.org,www.pvuesd.org,Vantage Point Charter,Nevada,Penn Valley Union Elementary
29663730136424,https://www.arete.prsd.us,sschwartz@prsd.us,www.arete.prsd.us,Arete Charter Academy,Nevada,Pleasant Ridge Union Elementary
29664076027197,http://unionhillschooldistrict-bearcat.edlioschool.com/,smikal@uhsd.k12.ca.us,unionhillschooldistrict-bearcat.edlioschool.com,Union Hill Elementary,Nevada,Union Hill Elementary
30664236027379,https://www.palmlaneglobalacademy.org,dprado@vistacharterps.org,www.palmlaneglobalacademy.org,Palm Lane Global Academy,Orange,Anaheim Elementary
30664230131417,https://www.vibrantminds.us,dschroeder@vibrantminds.us,www.vibrantminds.us,Vibrant Minds Charter,Orange,Anaheim Elementary
30664640123729,https://www.learningcommunities.org,info@communityrootsacademy.org,www.learningcommunities.org,Community Roots Academy,Orange,Capistrano Unified
30664646117758,https://www.journeyschool.net,administrator@journeyschool.net,www.journeyschool.net,Journey,Orange,Capistrano Unified
30664640140061,https://www.ocasa.org,admissions@ocasa.org,www.ocasa.org,OCASA College Prep,Orange,Capistrano Unified
30664640124743,https://www.soc.opaschools.org,info-soc@opaschools.org,www.soc.opaschools.org,Oxford Preparatory Academy - South Orange County,Orange,Capistrano Unified
30665300134221,https://www.kineticacademy.org,info@kineticacademy.org,www.kineticacademy.org,Kinetic Academy,Orange,Huntington Beach City Elementary
30736500142232,https://www.iciacademy.org,info@iciacademy.org,www.iciacademy.org,Irvine Chinese Immersion Academy,Orange,Irvine Unified
30103060142224,http://calrepublicleadershipacademy.org/,info@calrepublicleadershipacademy.org,calrepublicleadershipacademy.org,California Republic Leadership Academy Capistrano,Orange,Orange County Department of Education
30103060142570,http://crlayorbalinda.org,info@calrepublicleadershipacademy.org,crlayorbalinda.org,California Republic Leadership Academy Yorba Linda,Orange,Orange County Department of Education
30103060134940,https://www.springscharterschools.org,receptionist@springscs.org,www.springscharterschools.org,Citrus Springs Charter,Orange,Orange County Department of Education
30103060132910,https://www.ocde.us/ccpa,fjudeh@ocde.us,www.ocde.us,College and Career Preparatory Academy,Orange,Orange County Department of Education
30103060134239,https://www.epiccalifornia.org,info@epiccalifornia.org,www.epiccalifornia.org,Epic California Academy,Orange,Orange County Department of Education
30103060142000,https://www.explorek12oc.org,ciglesias@explorepublicschools.org,www.explorek12oc.org,Explore Academy,Orange,Orange County Department of Education
30103060139469,https://www.issaccharter.org,office@issaccharter.org,www.issaccharter.org,International School for Science and Culture,Orange,Orange County Department of Education
30103060140822,http://irvineia.org,iia_admin@irvineia.org,irvineia.org,Irvine International Academy,Orange,Orange County Department of Education
30103060165217,https://www.magnoliapublicschools.org,msaoc@magnoliapublicschools.org,www.magnoliapublicschools.org,Magnolia Science Academy - Orange County,Orange,Orange County Department of Education
30103063030723,https://www.ocsarts.net/,gregory.endelman@ocsarts.net,www.ocsarts.net,OCSA,Orange,Orange County Department of Education
30103060139964,https://www.orangecountyclassicalacademy.org,info@orangecountyclassicalacademy.org,www.orangecountyclassicalacademy.org,Orange County Classical Academy,Orange,Orange County Department of Education
30103060134841,http://innovationhigh.org,principaloc@innovationhigh.org,innovationhigh.org,Orange County Workforce Innovation High,Orange,Orange County Department of Education
30103060165225,https://www.springscs.org,receptionist@springscs.org,www.springscs.org,Orange Springs Charter,Orange,Orange County Department of Education
30103060142026,http://opams.opaschools.org,info-middleschool@opaschools.org,opams.opaschools.org,Oxford Preparatory Academy - Middle,Orange,Orange County Department of Education
30103060133785,http://sv.opaschools.org,info-saddleback@opaschools.org,sv.opaschools.org,Oxford Preparatory Academy - Saddleback Valley,Orange,Orange County Department of Education
30103060126037,https://www.samueliacademy.org/,asaba@samueliacademy.org,www.samueliacademy.org,Samueli Academy,Orange,Orange County Department of Education
30103060134288,http://scholarshipschools.org,info@scholarshipschools.org,scholarshipschools.org,Scholarship Prep - Orange County,Orange,Orange County Department of Education
30103060138800,https://www.suncoastprep.org,info@suncoastprep.org,www.suncoastprep.org,Suncoast Preparatory Academy,Orange,Orange County Department of Education
30103060165266,https://www.sycamorecreekcharter.org,sarahbach@sycamorecreekcharter.org,www.sycamorecreekcharter.org,Sycamore Creek Community Charter II,Orange,Orange County Department of Education
30103060137976,https://www.tlccharter.org,jessica.tunney@tlccharter.org,www.tlccharter.org,Tomorrow's Leadership Collaborative (TLC) Charter,Orange,Orange County Department of Education
30103060137000,https://www.vistacondor.org,cfelch@vistacharterps.org,www.vistacondor.org,Vista Condor Global Academy,Orange,Orange County Department of Education
30103060132613,https://www.vistaheritagems.org,cfelch@vistacharterps.org,www.vistaheritagems.org,Vista Heritage Global Academy,Orange,Orange County Department of Education
30103060141978,https://www.vistameridian.org,tspeier@vistacharterps.org,www.vistameridian.org,Vista Meridian Global Academy,Orange,Orange County Department of Education
30666216094874,https://www.elranchocharter.org,mwalker@orangeusd.org,www.elranchocharter.org,El Rancho Charter,Orange,Orange Unified
30666216085328,https://www.santiagocharterms.org,jdagostino@orangeusd.org,www.santiagocharterms.org,Santiago Charter Middle,Orange,Orange Unified
30666700135897,https://www.sausd.us/advancedlearning,amy.scruton@sausd.us,www.sausd.us,Advanced Learning Academy,Orange,Santa Ana Unified
30666700101626,https://www.ebcacademy.com,contactebc@ebcacademy.com,www.ebcacademy.com,Edward B. Cole Academy,Orange,Santa Ana Unified
30666706119127,https://www.elsolacademy.org,info@elsolacademy.org,www.elsolacademy.org,El Sol Santa Ana Science and Arts Academy,Orange,Santa Ana Unified
30666700106567,https://www.nova-academy.org,info@nova-academy.org,www.nova-academy.org,Nova Academy Early College High,Orange,Santa Ana Unified
30666700109066,https://www.oceaa.org,info@oceaa.org,www.oceaa.org,Orange County Educational Arts Academy,Orange,Santa Ana Unified
30768930130765,https://www.msasa.magnoliapublicschools.org,skeskinturk@magnoliapublicschools.org,www.msasa.magnoliapublicschools.org,Magnolia Science Academy Santa Ana,Orange,SBE - Magnolia Science Academy Santa Ana
31667616031009,https://www.ackerman.k12.ca.us,kwells@ackerman.k12.ca.us,www.ackerman.k12.ca.us,Bowman Charter,Placer,Ackerman Charter
31668450117150,http://loomischarter.org,lbrink@loomisk8.org,loomischarter.org,Loomis Basin Charter,Placer,Loomis Union Elementary
31668520120105,https://www.newcastle.k12.ca.us,jkraunz@creeksidetahoe.org,www.newcastle.k12.ca.us,Creekside Charter,Placer,Newcastle Elementary
31668520121608,https://www.harvestridgeschool.org,kdaugherty@harvestridgeschool.org,www.harvestridgeschool.org,Harvest Ridge Cooperative Charter,Placer,Newcastle Elementary
31668520127928,http://gateway.rocklinacademy.org,rstout@rocklinacademy.org,gateway.rocklinacademy.org,Rocklin Academy Gateway,Placer,Newcastle Elementary
31103140126904,https://www.placercoe.org,sconnolly@placercoe.org,www.placercoe.org,Placer County Pathways Charter,Placer,Placer County Office of Education
31668940138081,https://www.puhsd.k12.ca.us,edavenport@puhsd.k12.ca.us,www.puhsd.k12.ca.us,Maidu Virtual Charter Academy,Placer,Placer Union High
31750850117879,https://www.mmcharter.org,brent@mmcharter.org,www.mmcharter.org,Maria Montessori Charter Academy,Placer,Rocklin Unified
31750856118392,https://www.rocklinacademy.org,rstout@rocklinacademy.org,www.rocklinacademy.org,Rocklin Academy,Placer,Rocklin Unified
31750850119487,http://wscacademy.org,rstout@rocklinacademy.org,wscacademy.org,Western Sierra Collegiate Academy,Placer,Rocklin Unified
31669280121418,https://www.johnadamsacademy.com,administratorros@johnadamsacademy.org,www.johnadamsacademy.com,John Adams Academy - Roseville,Placer,Roseville Joint Union High
31669280141622,https://www.pacificcharters.org,eric.garber@pacificcharters.org,www.pacificcharters.org,New Pacific Charter - Roseville,Placer,Roseville Joint Union High
31669440121624,https://www.truckeecharterschool.org,dmanahan@truckeecharterschool.org,www.truckeecharterschool.org,Sierra Expeditionary Learning,Placer,Tahoe-Truckee Unified
31669513130168,https://www.horizoncharterschools.org,info@hcs.k12.ca.us,www.horizoncharterschools.org,Horizon Charter,Placer,Western Placer Unified
31669510135871,http://lincoln.johnadamsacademy.org,info@johnadamsacademy.org,lincoln.johnadamsacademy.org,John Adams Academy - Lincoln,Placer,Western Placer Unified
32669693230083,https://www.plumascharterschool.org,taletha@plumascharterschool.org,www.plumascharterschool.org,Plumas Charter,Plumas,Plumas Unified
33669930139360,http://missionvistaacademy.org/,records@missionvistaacademy.org,missionvistaacademy.org,Mission Vista Academy,Riverside,Beaumont Unified
33670586031959,https://www.dsusd.us,lisa.longoria@desertsands.us,www.dsusd.us,George Washington Charter,Riverside,Desert Sands Unified
33670820120675,https://www.westerncenteracademy.com,pbailey@hemetusd.org,www.westerncenteracademy.com,Western Center Academy,Riverside,Hemet Unified
33751760120204,https://www.sycamoreacademycharter.org,enrollment@sycamoreacademycharter.org,www.sycamoreacademycharter.org,Sycamore Academy of Science and Cultural Arts,Riverside,Lake Elsinore Unified
33671160109843,https://www.sra.mn,rhennings@sra.mn,www.sra.mn,Santa Rosa Academy,Riverside,Menifee Union
33671573331014,http://nbechs.nuviewusd.org,gzavala@nuviewusd.org,nbechs.nuviewusd.org,Nuview Bridge Early College High,Riverside,Nuview Union
33671736032411,https://www.psusd.us,jperezchica@psusd.us,www.psusd.us,Cielo Vista Charter,Riverside,Palm Springs Unified
33671810138610,https://www.scaleacademy.org,info@scaleacademy.org,www.scaleacademy.org,Scale Leadership Academy - East,Riverside,Palo Verde Unified
33672070101170,https://www.cmicharter.org/,michael.dodson@puhsd.org,www.cmicharter.org,California Military Institute,Riverside,Perris Union High
33103300140780,http://audeovalley.com,info@audeovalley.com,audeovalley.com,Audeo Valley Charter,Riverside,Riverside County Office of Education
33103300128397,https://www.cbktoday.org,dmccarty@rcoe.us,www.cbktoday.org,CBK Charter,Riverside,Riverside County Office of Education
33103300137869,http://excelsior.com/,derekk@excelsior.com,excelsior.com,Excelsior Charter School Corona-Norco,Riverside,Riverside County Office of Education
33103300139428,https://www.garveyallenacademy.com,gavpaa.stem@gmail.com,www.garveyallenacademy.com,Garvey/Allen Visual & Performing Arts Academy for STEM,Riverside,Riverside County Office of Education
33103300128777,https://www.riversidegcca.com,gateway@rcc.edu,www.riversidegcca.com,Gateway College and Career Academy,Riverside,Riverside County Office of Education
33103300125385,https://www.imagineschools.com,monte.lange@imagineriverside.org,www.imagineschools.com,"Imagine Schools, Riverside County",Riverside,Riverside County Office of Education
33103300138602,http://pinehills.jcs-inc.org,jcauzza@jcs-inc.org,pinehills.jcs-inc.org,JCS - Pine Hills,Riverside,Riverside County Office of Education
33103300138024,https://www.realjourney.org,a.lucero@realjourney.org,www.realjourney.org,Journey,Riverside,Riverside County Office of Education
33103300137851,https://www.jlpaa.org,kjudge@jlpaaschool.org,www.jlpaa.org,Julia Lee Performing Arts Academy,Riverside,Riverside County Office of Education
33103300125237,http://lmaschools.org,scampos@lmaschools.org,lmaschools.org,Leadership Military Academy,Riverside,Riverside County Office of Education
33103300137836,https://www.pivotriverside.com/,pivot@pivotcharter.org,www.pivotriverside.com,Pivot Charter School Riverside,Riverside,Riverside County Office of Education
33103300110833,http://springscharterschools.org,receptionist@springscs.org,springscharterschools.org,River Springs Charter,Riverside,Riverside County Office of Education
33103300162586,https://www.scholarshipschools.org,jwatts@scholarshipschools.org,www.scholarshipschools.org,Scholarship Prep - Riverside,Riverside,Riverside County Office of Education
33103300136168,https://www.temeculainternational.org,tiaoffice@temeculainternational.org,www.temeculainternational.org,Temecula International Academy,Riverside,Riverside County Office of Education
33103300162792,https://www.vistalagoglobalacademy.org,dcarrillo@vistacharterps.org,www.vistalagoglobalacademy.org,Vista Lago Global Academy,Riverside,Riverside County Office of Education
33672150126128,http://reachroyals.org/,info@reachroyals.org,reachroyals.org,REACH Leadership STEAM Academy,Riverside,Riverside Unified
33672496114748,http://sjacademy.org,phuynh@sjacademy.org,sjacademy.org,San Jacinto Valley Academy,Riverside,San Jacinto Unified
33751923330917,https://www.temeculaprep.com,info@temeculaprep.com,www.temeculaprep.com,Temecula Preparatory,Riverside,Temecula Valley Unified
33751926112551,http://tvcscougars.com,cplaxton-hennings@tvcscougars.com,tvcscougars.com,Temecula Valley Charter,Riverside,Temecula Valley Unified
34673146112254,http://egcharter.com,mlavine@egusd.net,egcharter.com,Elk Grove Charter,Sacramento,Elk Grove Unified
34673140137281,https://www.savacharterschool.org,superintendent@gcccharters.org,www.savacharterschool.org,SAVA - Sacramento Academic and Vocational Academy - EGUSD,Sacramento,Elk Grove Unified
34673300106757,https://www.fcusd.org,mwhitney@fcusd.org,www.fcusd.org,Folsom Cordova K-8 Community Charter,Sacramento,Folsom-Cordova Unified
34752830126060,https://www.leroygreene.com/,pmaharaj@natomasunified.org,www.leroygreene.com,Leroy Greene Academy,Sacramento,Natomas Unified
34752833430659,https://www.natomascharter.org,jwood@natomascharter.org,www.natomascharter.org,Natomas Charter,Sacramento,Natomas Unified
34752830112425,http://np3.natomasunified.org/np3-high-school,mmori@natomasunified.org,np3.natomasunified.org,Natomas Pacific Pathways Prep,Sacramento,Natomas Unified
34752830108860,https://www.westlakecharter.com,jeick@westlakecharter.com,www.westlakecharter.com,Westlake Charter,Sacramento,Natomas Unified
34674130114660,https://www.deltacharter.org,decsoffice@deltacharter.org,www.deltacharter.org,Delta Elementary Charter,Sacramento,River Delta Joint Unified
34674210137950,https://www.marconilearning.org,principal@marconilearning.org,www.marconilearning.org,Marconi Learning Academy,Sacramento,Robla Elementary
34674210132019,http://paseogrande.elev8schools.org/,principal@paseograndehs.org,paseogrande.elev8schools.org,Paseo Grande Charter,Sacramento,Robla Elementary
34674390123901,https://www.capitolcollegiate.org,sriley@capitolcollegiate.org,www.capitolcollegiate.org,Capitol Collegiate Academy,Sacramento,Sacramento City Unified
34674390101899,https://www.carverartsandscience.org,laniecia-kobelt@scusd.edu,www.carverartsandscience.org,George Washington Carver School of Arts and Science,Sacramento,Sacramento City Unified
34674390135343,https://www.growthps.org,info@growthps.org,www.growthps.org,Growth Public,Sacramento,Sacramento City Unified
34674390131136,https://www.thenewbonnheim.com,njbcharter@gmail.com,www.thenewbonnheim.com,New Joseph Bonnheim (NJB) Community Charter,Sacramento,Sacramento City Unified
34674390102038,https://www.sachigh.org,info@sachigh.org,www.sachigh.org,Sacramento Charter High,Sacramento,Sacramento City Unified
34674390101295,https://www.sacprep.org,nhernandez@sacprep.org,www.sacprep.org,Sol Aureus College Preparatory,Sacramento,Sacramento City Unified
34674390101048,https://www.ps7.org,info@ps7.org,www.ps7.org,St. HOPE Public School 7,Sacramento,Sacramento City Unified
34674390106898,https://www.language-academy-sac.com,edeleon@lasac.info,www.language-academy-sac.com,The Language Academy of Sacramento,Sacramento,Sacramento City Unified
34674390121665,https://www.ypsacharter.org,ucsc.ypsacharter@gmail.com,www.ypsacharter.org,Yav Pem Suab Academy - Preparing for the Future Charter,Sacramento,Sacramento City Unified
34103480140160,http://americanriveracademy.org,rstout@rocklinacademy.org,americanriveracademy.org,American River Collegiate Academy,Sacramento,Sacramento County Office of Education
34103480142091,http://capcca.org,kdobson@capcca.org,capcca.org,Capital College & Career Academy,Sacramento,Sacramento County Office of Education
34103480136275,https://www.fortuneschool.org,bbensen@fortuneschool.us,www.fortuneschool.org,Fortune,Sacramento,Sacramento County Office of Education
34674470128124,https://www.gcccharters.org,superintendent@gcccharters.org,www.gcccharters.org,Gateway International,Sacramento,San Juan Unified
34674470132399,https://www.goldenvalleycharter.org,bpage@goldenvalleycharter.org,www.goldenvalleycharter.org,Golden Valley Orchard,Sacramento,San Juan Unified
34674473430758,https://www.choicescharter.org,choicescharter@sanjuan.edu,www.choicescharter.org,San Juan Choices Charter,Sacramento,San Juan Unified
34674473430717,https://www.viedu.org,getintouch@viedu.org,www.viedu.org,Visions In Education,Sacramento,San Juan Unified
34765050139584,https://www.hccts.org,jonathan.raymond@hccts.org,www.hccts.org,California Innovative Career Academy,Sacramento,Twin Rivers Unified
34765050108795,http://ccaa.trusd.net/,brian.emerson@trusd.net,ccaa.trusd.net,Creative Connections Arts Academy,Sacramento,Twin Rivers Unified
34765056033336,http://smythe6.trusd.net/,kenneth.dandurand@trusd.net,smythe6.trusd.net,Smythe Academy of Arts and Sciences,Sacramento,Twin Rivers Unified
34765056112643,http://wpcs.trusd.net/,kristina.jordan@trusd.net,wpcs.trusd.net,Westside Preparatory Charter,Sacramento,Twin Rivers Unified
35674700127688,https://www.hollisterprep.org,info@navigatorschools.org,www.hollisterprep.org,Hollister Prep,San Benito,Hollister
35103550142489,https://www.poly-academy.org/,info@poly-academy.org,www.poly-academy.org,Polytechnic Academy,San Benito,San Benito County Office of Education
36675870128462,https://www.taylionhighdesert.com,hdinfo@taylion.com,www.taylionhighdesert.com,Taylion High Desert Academy/Adelanto,San Bernardino,Adelanto Elementary
36750773631207,http://aae.lewiscenter.org,aae@lcer.org,aae.lewiscenter.org,Academy for Academic Excellence,San Bernardino,Apple Valley Unified
36676780137547,http://asathrive.org/,info@asathrive.org,asathrive.org,Allegiance STEAM Academy - Thrive,San Bernardino,Chino Valley Unified
36677100141952,https://www.asafontana.org,sebastian.cognetta@asathrive.org,www.asafontana.org,"Allegiance STEAM Academy - Thrive, Fontana",San Bernardino,Fontana Unified
36677360116723,https://www.helendalesd.com/schools/a_c_e_and_r_m_s_school,sbates@helendalesd.com,www.helendalesd.com,Academy of Careers and Exploration,San Bernardino,Helendale Elementary
36677360139576,https://www.excelacademy.education,hgasca@excelacademy.education,www.excelacademy.education,Excel Academy Charter,San Bernardino,Helendale Elementary
36677360136937,https://www.vistanortecharter.org,principal@vistanortecharter.org,www.vistanortecharter.org,Vista Norte Public Charter,San Bernardino,Helendale Elementary
36750440114389,https://www.altusmirus.com,info@miruscharter.com,www.altusmirus.com,Altus Schools Mirus,San Bernardino,Hesperia Unified
36750440112441,https://www.pathwaysk8.com,ptcinfo@pathwaysk8.com,www.pathwaysk8.com,Pathways to College K8,San Bernardino,Hesperia Unified
36750440107516,https://www.slahd.com,info@slahd.com,www.slahd.com,Summit Leadership Academy-High Desert,San Bernardino,Hesperia Unified
36750510136432,https://www.innovationaltavista.org,principal@innovationaltavista.org,www.innovationaltavista.org,Alta Vista Innovation High,San Bernardino,Lucerne Valley Unified
36750510136960,https://www.eliteacademic.com,mfreeman@eliteacademic.com,www.eliteacademic.com,Elite Academic Academy - Lucerne,San Bernardino,Lucerne Valley Unified
36750510137794,http://gormanlcn.org/,oduran@gormanlc.org,gormanlcn.org,Gorman Learning Center San Bernardino/Santa Clarita,San Bernardino,Lucerne Valley Unified
36750510139188,http://granitemountainschool.com/,brook@granitemountainschool.com,granitemountainschool.com,Granite Mountain Charter,San Bernardino,Lucerne Valley Unified
36750510115089,https://www.skymountaincs.org,jodi.jones@ieminc.org,www.skymountaincs.org,Sky Mountain Charter,San Bernardino,Lucerne Valley Unified
36750510138107,http://scfa.org/,mromaine@scfa.org,scfa.org,Southern California Flex Academy,San Bernardino,Lucerne Valley Unified
36678270137174,https://www.mojaveriver.net,khemsley@mojaveriver.net,www.mojaveriver.net,Mojave River Academy - Gold Canyon,San Bernardino,Oro Grande
36678270137182,https://www.mojave.net,khemsley@mojaveriver.net,www.mojave.net,Mojave River Academy - National Trails,San Bernardino,Oro Grande
36678270113928,https://www.riversideprep.net,mandreasen@orogrande.org,www.riversideprep.net,Riverside Preparatory,San Bernardino,Oro Grande
36678433630928,https://www.thegroveschool.org,bhauso@thegroveschool.org,www.thegroveschool.org,Grove,San Bernardino,Redlands Unified
36678760107730,https://www.asacharterschool.com,susanl@asacharterschool.com,www.asacharterschool.com,ASA Charter,San Bernardino,San Bernardino City Unified
