cds_code,county,district,school,school_type,sector_type,charter,status,details_url,email,administrator,cds code,educational program type,fax number,high grade,last updated,located within the boundaries of this public school district,low grade,mailing address,open date,phone number,public school,school address,school type,statistical info,virtual instruction,web address
37679916904981,San Diego,Cajon Valley Union,Christian Elementary East,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37679916904981,gail.christensen@shadowmountain.org,Mrs. Donita London Principal Donita.London@christianunified.org Christine Speers (Custodian of Records) christine.speers@christianunified.org,37 67991 6904981,Information Not Available,(619) 201-8923,6,"November 26, 2024",Cajon Valley Union,K,"2100 Greenfield Dr. El Cajon, CA 92019-1161","July 1, 1980",(619) 201-8900,No,"2100 Greenfield Dr. El Cajon, CA 92019-1161 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://christianunified.org Link opens new browser tab
37679916913446,San Diego,Cajon Valley Union,Christian Elementary West,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37679916913446,gail.christensen@shadowmountain.org,Mrs. Marla Hester Principal marla.hester@christianunified.org Christine Speers (Custodian of Records) christine.speers@christianunified.org,37 67991 6913446,Information Not Available,Information Not Available,6,"November 26, 2024",Cajon Valley Union,K,"211 South Third St. El Cajon, CA 92019-2084","July 1, 1980",(619) 201-8925,No,"211 South Third St. El Cajon, CA 92019-2084 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://christianunified.org Link opens new browser tab
37679916967897,San Diego,Cajon Valley Union,El Cajon SDA School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37679916967897,office@ecsdaschool.org,Mrs. Wendy Hidalgo Principal office@ecsdaschool.org Miss Rabel Ortiz (Custodian of Records) Rabel.Ortiz@seccsda.org,37 67991 6967897,Information Not Available,(619) 442-0490,8,"November 26, 2024",Cajon Valley Union,K,"1640 East Madison Ave. El Cajon, CA 92019-1045","July 1, 1980",(619) 442-6544,No,"1640 East Madison Ave. El Cajon, CA 92019-1045 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://ecsdaschool.org Link opens new browser tab
37679916975510,San Diego,Cajon Valley Union,Holy Trinity Elementary,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37679916975510,alococo@holytrinityhawks.com,Dr. Amanda LoCoco Principal alococo@holytrinityhawks.com Mrs. Monica Morales (Custodian of Records) mmorales@holytrinityhawks.com,37 67991 6975510,Information Not Available,Information Not Available,8,"August 9, 2025",Cajon Valley Union,K,"509 Ballard St. El Cajon, CA 92019-2125","July 1, 1980",(619) 861-0480,No,"509 Ballard St. El Cajon, CA 92019-2125 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,Information Not Available
37679916975767,San Diego,Cajon Valley Union,Saint Kieran Catholic School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37679916975767,office@saintkierancatholicschool.org,Mrs. Melody Belcher Principal mbelcher@saintkierancatholicschool.org Dr. Melody Belcher (Custodian of Records) mbelcher@saintkierancatholicschool.org,37 67991 6975767,Information Not Available,(619) 588-6382,8,"September 15, 2025",Cajon Valley Union,K,"1347 Camillo Way El Cajon, CA 92021-3405","July 1, 1980",(619) 588-6398,No,"1347 Camillo Way El Cajon, CA 92021-3405 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.saintkierancatholicschool.org Link opens new browser tab
37680236975866,San Diego,Chula Vista Elementary,St. Pius X,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37680236975866,kalger@spxcv.school,Ms. Kristina Alger Principal kalger@spxcv.school Mrs. Lorena Hernandez (Custodian of Records) lhernandez@spxcv.school,37 68023 6975866,Information Not Available,(619) 422-0048,8,"November 26, 2024",Chula Vista Elementary,K,"37 East Emerson St. Chula Vista, CA 91911-3507","July 1, 1980",(619) 422-2015,No,"37 East Emerson St. Chula Vista, CA 91911-3507 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.spxcv.school Link opens new browser tab
37680236975874,San Diego,Chula Vista Elementary,St. Rose of Lima,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37680236975874,principal@strosecv.com,Mr. John Turskey Principal principal@strosecv.com Mr. John Turskey (Custodian of Records) principal@strosecv.com,37 68023 6975874,Information Not Available,(619) 422-8007,8,"November 26, 2024",Chula Vista Elementary,K,"278 Alvarado St., Unit 2 Chula Vista, CA 91910-4662","July 1, 1980",(619) 422-1121,No,"278 Alvarado St., Unit 2 Chula Vista, CA 91910-4662 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.strosecvschool.com Link opens new browser tab
37682217093941,San Diego,National Elementary,Faithful Ambassadors Bible Baptist Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37682217093941,fabbaschool@aol.com,Ira Framo Administrator ira.framo.fabba@gmail.com Friday Paredes (Custodian of Records) fabbaschool@aol.com,37 68221 7093941,Information Not Available,Information Not Available,12,"November 26, 2024",National Elementary,K,"2432 East 18th St. National City, CA 91950-5143","July 1, 1980",(619) 434-2265,No,"2432 East 18th St. National City, CA 91950-5143 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,http://faithfulambassadors.com Link opens new browser tab
37680237095854,San Diego,Chula Vista Elementary,Christian Elementary South Bay,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37680237095854,gail.christensen@shadowmountain.org,Mrs. Brenda Sniff Principal brenda.Sniff@christianunified.org Christine Speers (Custodian of Records) christine.speers@christianunified.org,37 68023 7095854,Information Not Available,Information Not Available,8,"November 26, 2024",Chula Vista Elementary,K,"482 L St. Chula Vista, CA 91911-1113","July 1, 1980",(619) 422-5850,No,"482 L St. Chula Vista, CA 91911-1113 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://christianunified.org Link opens new browser tab
37680316975650,San Diego,Coronado Unified,Sacred Heart Parish School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37680316975650,erosas@sacredheartcoronado.org,Erika Rosas Principal erosas@sacredheartcoronado.org Erika Rosas (Custodian of Records) erosas@sacredheartcoronado.org,37 68031 6975650,Information Not Available,(619) 437-1473,8,"November 26, 2024",Coronado Unified,K,"706 C Ave. Coronado, CA 92118-2231","July 1, 1980",(619) 437-4431,No,"706 C Ave. Coronado, CA 92118-2231 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.sacredheartcoronado.org Link opens new browser tab
37680316980924,San Diego,Coronado Unified,Christ Church Day School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37680316980924,phobbs@ccds.org,Payton Hobbs Head of School phobbs@ccds.org Mrs. Carlin Glorieux (Custodian of Records) cglorieux@ccds.org,37 68031 6980924,Information Not Available,(619) 435-4574,8,"August 6, 2025",Coronado Unified,K,"1114 Ninth St. Coronado, CA 92118","July 1, 1980",(619) 435-6393,No,"926 C Ave. Coronado, CA 92118 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://ccds.org Link opens new browser tab
37680806913800,San Diego,Encinitas Union Elementary,The Rhoades School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37680806913800,jpate@rhoadesschool.com,Mrs. Leda Lester Principal llester@rhoadesschool.com Mrs. Danene Schott (Custodian of Records) dschott@rhoadesschool.com,37 68080 6913800,Information Not Available,(760) 436-8128,8,"November 26, 2024",Encinitas Union Elementary,K,"141 South Rancho Santa Fe Rd. Encinitas, CA 92024-4349","July 1, 1980",(760) 436-1102,No,"141 South Rancho Santa Fe Rd. Encinitas, CA 92024-4349 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.rhoadesschool.com Link opens new browser tab
37680807051352,San Diego,Encinitas Union Elementary,Encinitas Country Day School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37680807051352,kathleen.porterfield@ecdschools.org,Mr. Graeg Lehmunn Principal graeg.lehmunn@ecdschools.org Mrs. Kathleen Porterfield (Custodian of Records) ecdschool@aol.com,37 68080 7051352,Information Not Available,Information Not Available,8,"November 26, 2024",Encinitas Union Elementary,K,"3616 Manchester Ave. Encinitas, CA 92024-4918","July 1, 1980",(760) 942-1111,No,"3616 Manchester Ave. Encinitas, CA 92024-4918 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://ecdschools.org Link opens new browser tab
37680807077332,San Diego,Encinitas Union Elementary,La Costa Valley Preschool and Kindergarten,Kindergartens (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37680807077332,admissions.lcvpk@gmail.com,Ms. Cynthia Cesena Principal lacostavalleypreschoolandk@gmail.com Mrs. Jeannette Bole (Custodian of Records) admissions.lcvpk@gmail.com,37 68080 7077332,Information Not Available,(760) 436-3613,K,"November 26, 2024",Encinitas Union Elementary,K,"2276 Calle Barcelona Carlsbad, CA 92009-2917","July 1, 1980",(760) 436-2797,No,"2276 Calle Barcelona Carlsbad, CA 92009-2917 Google Map Link opens new browser tab",Kindergartens (Private),Link to CDE Private School Data page,,www.lacostavalleypreschool.com Link opens new browser tab
37684527102098,San Diego,Vista Unified,Sanderling Waldorf School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37684527102098,info@sanderlingwaldorf.org,Mr. Ben Gaskin Executive Director ben.gaskin@sanderlingwaldorf.org Ms. Jazmin Hayes (Custodian of Records) jazmin.hayes@sanderlingwaldorf.org,37 68452 7102098,Information Not Available,(760) 635-1037,7,"November 26, 2024",Vista Unified,K,"2585 Business Park Dr Vista, CA 92081-8831","July 1, 1980",(760) 635-3747,No,"2585 Business Park Dr Vista, CA 92081-8831 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.sanderlingwaldorf.org Link opens new browser tab
37680986965511,San Diego,Escondido Union,Grace Christian School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37680986965511,belliott@gracelcms.net,Mr. Ben Elliott Principal belliott@gracelcms.net Mr. Ben Elliott (Custodian of Records) BELLIOTT@GRACELCMS.NET,37 68098 6965511,Information Not Available,(760) 888-9240,8,"August 28, 2025",Escondido Union,K,"643 W. 13Th Ave. Escondido, CA 92025","July 1, 1980",(760) 747-3029,No,"643 W. 13Th Ave. Escondido, CA 92025-5620 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://graceschoolescondido.org Link opens new browser tab
37680986975312,San Diego,Escondido Union,Calvin Christian School of Escondido,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37680986975312,cherylkramer@calvinchristian.school,Dr. Jeffery Pratt Superintendent jeffpratt@calvinchristian.school Dr. Jeffery Pratt (Custodian of Records) jeffpratt@calvinchristian.school,37 68098 6975312,Information Not Available,(760) 489-7055,12,"August 20, 2025",Escondido Union,K,"2000 N BRd.way Escondido, CA 92026","July 1, 1980",(760) 486-6430,No,"2000 N BRd.way Escondido, CA 92026 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.calvinchristian.school Link opens new browser tab
37680986975437,San Diego,Escondido Union,Escondido Christian School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37680986975437,info@ecslions.org,Mr. Matt Conway Principal mconway@ecslions.org Mrs. Ginna Carroll (Custodian of Records) gcarroll@ecslions.org,37 68098 6975437,Information Not Available,(760) 745-1905,12,"September 8, 2025",Escondido Union,K,"923 Idaho Ave. Escondido, CA 92025-6308","July 1, 1980",(760) 745-2071,No,"923 Idaho Ave. Escondido, CA 92025-6308 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,Information Not Available
37681066975445,San Diego,Escondido Union High,Escondido Adventist Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37681066975445,office@eaaschool.org,Mrs. Darena Shetler Principal dshetler@eaaschool.org Miss Rabel Ortiz (Custodian of Records) Rabel.Ortiz@seccsda.org,37 68106 6975445,Information Not Available,(760) 743-3499,12,"November 26, 2024",Escondido Union High,K,"1301 Deodar Rd. Escondido, CA 92026-2210","July 1, 1980",(760) 746-1800,No,"1301 Deodar Rd. Escondido, CA 92026-2210 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.eaaschool.org Link opens new browser tab
37680986975791,San Diego,Escondido Union,St. Mary School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37680986975791,principal@stmesc.org,Mrs. Leticia Oseguera Superintendent loseguera@sdcatholic.org Mrs. Anna Dalton (Custodian of Records) office@stmesc.org,37 68098 6975791,Information Not Available,Information Not Available,8,"August 12, 2025",Escondido Union,K,"130 East 13th Ave. Escondido, CA 92025-5803","July 1, 1980",(760) 743-3431,No,"130 East 13th Ave. Escondido, CA 92025-5803 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.stmesc.org Link opens new browser tab
37680987093594,San Diego,Escondido Union,Kings Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37680987093594,kingsprincipal20@gmail.com,Damaris Cortez Administrator pastorcortezwife@gmail.com Mrs. Laura Arias (Custodian of Records) kingsacademylaura@gmail.com,37 68098 7093594,Information Not Available,(760) 741-6914,12,"August 28, 2025",Escondido Union,K,"1717 East Lincoln Ave. Escondido, CA 92027-1505","July 1, 1980",(760) 738-1737,No,"1717 East Lincoln Ave. Escondido, CA 92027-1505 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,Information Not Available
37681146954648,San Diego,Fallbrook Union Elementary,Zion Christian Preschool & Kindergarten,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37681146954648,zionschool@zlcs.org,Mrs. Lana Janey Director zionschool@zlcs.org Ms. Alexa Carmona (Custodian of Records) ACarmona@zlcs.org,37 68114 6954648,Information Not Available,Information Not Available,K,"September 5, 2025",Fallbrook Union Elementary,K,"1405 E Fallbrook St Fallbrook, CA 92028-2427","July 1, 1980",(760) 723-3500,No,"1405 E Fallbrook St Fallbrook, CA 92028-2427 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://zionfallbrookpreschool.org Link opens new browser tab
37681147069065,San Diego,Fallbrook Union Elementary,St. Peter the Apostle Catholic School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37681147069065,staitano@spacschool.com,Ms. Shawna Taitano Principal (760) 689-6250 staitano@spacschool.com Mrs. Emilia Magana (Custodian of Records) emagana@spacschool.com,37 68114 7069065,Information Not Available,(760) 689-6240,8,"November 26, 2024",Fallbrook Union Elementary,K,"450 South Stage Coach Ln. Fallbrook, CA 92028-2457","July 1, 1980",(760) 689-6250,No,"450 South Stage Coach Ln. Fallbrook, CA 92028-2457 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.spacschool.com Link opens new browser tab
37681306938849,San Diego,Grossmont Union High,Christian Junior/Senior High School,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37681306938849,gail.christensen@shadowmountain.org,Mr. Robert Ruhlman Superintendent bob.ruhlman@christianunified.org Ms. Christine Speers (Custodian of Records) christine.speers@christianunified.org,37 68130 6938849,Information Not Available,Information Not Available,12,"November 26, 2024",Grossmont Union High,7,"2100 Greenfield Dr. El Cajon, CA 92019-1161","July 1, 1980",(619) 201-8800,No,"2100 Greenfield Dr. El Cajon, CA 92019-1161 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,http://christianunified.org Link opens new browser tab
37680237031289,San Diego,Chula Vista Elementary,Calvary Christian Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37680237031289,cca@ccaknights.com,Angelica Hernandez Administrator anhernandez@ccaknights.com Sabrina Thompson (Custodian of Records) sabrina.thompson@ccaknights.com,37 68023 7031289,Information Not Available,(619) 591-2261,8,"August 6, 2025",Chula Vista Elementary,K,"1771 East Palomar St. Chula Vista, CA 91913-1719","July 1, 1980",(619) 591-2260,No,"1771 East Palomar St. Chula Vista, CA 91913-1719 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.ccaknights.com Link opens new browser tab
37681307100290,San Diego,Grossmont Union High,Foothills Christian High School,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37681307100290,dandeyling@foothillsschool.net,Mr. Daniel Deyling Principal dandeyling@foothillsschool.net Mrs. Jennifer Leoncini (Custodian of Records) jenniferleoncini@foothillsschool.net,37 68130 7100290,Information Not Available,(619) 741-2648,12,"September 3, 2025",Grossmont Union High,9,"2321 Dryden Rd. El Cajon, CA 92020-2825","July 1, 1980",(619) 303-8035,No,"2321 Dryden Rd. El Cajon, CA 92020-2825 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,http://fchs.foothillsschool.net/ Link opens new browser tab
37681897092869,San Diego,Lakeside Union,Foothills Christian Elementary School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37681897092869,reginahoffman@foothillsschool.net,Mrs. Regina Hoffman Principal reginahoffman@foothillsschool.net Mrs. Michele Price (Custodian of Records) micheleprice@foothillsschool.net,37 68189 7092869,Information Not Available,(619) 561-0238,5,"November 26, 2024",Lakeside Union,K,"10404 Lake Jennings Park Rd Lakeside, CA 92040-2504","July 1, 1980",(619) 561-2295,No,"10404 Lake Jennings Park Rd Lakeside, CA 92040-2504 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.foothillsschool.net Link opens new browser tab
37681976913644,San Diego,La Mesa-Spring Valley,Trinity Christian School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37681976913644,office@trinitycs.org,Mrs. Jimmie Drummond Principal principal@trinitycs.org Mrs. Rhonda Rudolph (Custodian of Records) office@trinitycs.org,37 68197 6913644,Information Not Available,(619) 462-4011,8,"November 26, 2024",La Mesa-Spring Valley,K,"3902 Kenwood Dr. Spring Valley, CA 91977-1025","July 1, 1980",(619) 462-6440,No,"3902 Kenwood Dr. Spring Valley, CA 91977-1025 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.trinitycs.org Link opens new browser tab
37681976925861,San Diego,La Mesa-Spring Valley,Shepherd of the Hills Lutheran,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37681976925861,sothprincipal@gmail.com,Mr. Timothy Vogel Principal sothprincipal@gmail.com Timothy Vogel (Custodian of Records) sothprincipal@gmail.com,37 68197 6925861,Information Not Available,Information Not Available,8,"November 26, 2024",La Mesa-Spring Valley,K,"9191 Fletcher Pkwy. La Mesa, CA 91942-3447","July 1, 1980",(619) 469-9443,No,"9191 Fletcher Pkwy. La Mesa, CA 91942-3447 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://sothschool.org Link opens new browser tab
37681976927636,San Diego,La Mesa-Spring Valley,Mt. Helix Academy,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37681976927636,mcollins@tiee.org,Mr. Mike Collins Director mcollins@tiee.org Ms. Hillary Whiteside (Custodian of Records) mcohen@tiee.org,37 68197 6927636,Traditional,(619) 466-1448,8,"November 26, 2024",La Mesa-Spring Valley,K,"2255 Camino del Rio South San Diego, CA 92108-3605","July 1, 1980",(619) 466-1434,No,"5955 Severin Dr. La Mesa, CA 91942-1942 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://mthelixacademy.org Link opens new browser tab
37681976965503,San Diego,La Mesa-Spring Valley,Christ Lutheran Elementary,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37681976965503,principal@lutheranschool.org,Mrs. Amy Ferguson Director principal@lutheranschool.org Mrs. Amy Ferguson (Custodian of Records) aferguson@lutheranschool.org,37 68197 6965503,Information Not Available,(619) 462-5275,8,"August 8, 2025",La Mesa-Spring Valley,K,"7929 La Mesa Blvd. La Mesa, CA 91942","July 1, 1980",(619) 462-5211,No,"7921 La Mesa Blvd. La Mesa, CA 91942-5029 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.lutheranschool.org Link opens new browser tab
37681976965552,San Diego,La Mesa-Spring Valley,St. Martin of Tours Academy,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37681976965552,info51@stmartinoftoursacademy.org,Mrs. Jennifer Miller Principal info51@stmartinoftoursacademy.org Mrs. Julie Murphy (Custodian of Records) business@stmartinoftoursacademy.org,37 68197 6965552,Information Not Available,Information Not Available,8,"November 26, 2024",La Mesa-Spring Valley,K,"7708 El Cajon Blvd. La Mesa, CA 91942-6932","July 1, 1980",(619) 466-3241,No,"7708 El Cajon Blvd. La Mesa, CA 91942-6932 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.stmartinoftoursacademy.org Link opens new browser tab
37681976975908,San Diego,La Mesa-Spring Valley,Santa Sophia Academy,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37681976975908,kklant@santasophiaacademy.org,Father Corey Tufford Superintendent FrTufford@santasophia.org Miss Kristin Klant (Custodian of Records) kklant@santasophiaacademy.org,37 68197 6975908,Information Not Available,Information Not Available,8,"November 26, 2024",La Mesa-Spring Valley,K,"9806 San Juan St. Spring Valley, CA 91977-1421","July 1, 1980",(619) 463-0488,No,"9806 San Juan St. Spring Valley, CA 91977-1421 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://santasophiaacademy.org Link opens new browser tab
37681977082803,San Diego,La Mesa-Spring Valley,"Heartland Christian Homeschool Center, Inc.",K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37681977082803,josh@heartland-christian.com,Mr. Joshua Harper Principal josh@heartland-christian.com Mrs. Miriam Tran (Custodian of Records) miriam@heartland-christian.com,37 68197 7082803,Information Not Available,Information Not Available,12,"November 26, 2024",La Mesa-Spring Valley,K,"3327 Kenora Dr. Spring Valley, CA 91977-2890","July 1, 1980",(619) 461-7220,No,"3327 Kenora Dr. Spring Valley, CA 91977-2890 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.heartland-christian.com Link opens new browser tab
37682056975742,San Diego,Lemon Grove,St. John of the Cross School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37682056975742,gkrumm@stjohncross.org,Father Emilio Magana Superintendent eamagana@hotmail.com Mrs. Elizabeth Quinones (Custodian of Records) egquinones@stjohncross.org,37 68205 6975742,Information Not Available,Information Not Available,8,"November 26, 2024",Lemon Grove,K,"8175 Lemon Grove Way Lemon Grove, CA 91945-1921","July 1, 1980",(619) 466-8624,No,"8175 Lemon Grove Way Lemon Grove, CA 91945-1921 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.stjohncross.org/ Link opens new browser tab
37682136939441,San Diego,Mountain Empire Unified,Tecate Christian,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37682136939441,ronhoffman@tecatemission.org,Ron Hoffman Executive Director ronhoffman@tecatemission.org Ron Hoffman (Custodian of Records) ronhoffman@tecatemission.org,37 68213 6939441,Information Not Available,(619) 478-5910,8,"November 26, 2024",Mountain Empire Unified,1,"P.O. Box 1000 Tecate, CA 91980-1000","July 1, 1980",(619) 468-3355,No,"23945 Tecate Mission Rd. Tecate, CA 91980-1000 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,http://tecatemission.org Link opens new browser tab
37682216939326,San Diego,National Elementary,San Diego Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37682216939326,principal@sdacademy.com,Mrs. Shawn Thomas Principal principal@sdacademy.com Miss Rabel Ortiz (Custodian of Records) Rabel.Ortiz@seccsda.org,37 68221 6939326,Information Not Available,(619) 267-8662,12,"November 26, 2024",National Elementary,K,"2800 East Fourth St. National City, CA 91950-3057","July 1, 1980",(619) 267-9550,No,"2800 East Fourth St. National City, CA 91950-3057 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,http://sdacademy.com Link opens new browser tab
37682966904973,San Diego,Poway Unified,Montessori Child Development Center,Kindergartens (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37682966904973,info@mcdcpoway.com,Ms. Maureen Schwersensky Director maureenmcdcpoway@gmail.com Mrs. Maureen Schwersensky (Custodian of Records) maureenmcdcpoway@gmail.com,37 68296 6904973,Information Not Available,Information Not Available,K,"November 26, 2024",Poway Unified,K,"14911 Espola Rd. Poway, CA 92064-2730","July 1, 1980",(858) 748-1727,No,"14911 Espola Rd. Poway, CA 92064-2730 Google Map Link opens new browser tab",Kindergartens (Private),Link to CDE Private School Data page,,http://mcdcpoway.com/ Link opens new browser tab
37682966975833,San Diego,Poway Unified,St. Michael's School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37682966975833,kathleen.mock@smspoway.org,Father Melchisedech Monreal Superintendent melm@smpoway.org Mrs. Erica Huebner (Custodian of Records) erica.huebner@smspoway.org,37 68296 6975833,Information Not Available,(858) 485-5059,8,"November 26, 2024",Poway Unified,K,"15542 Pomerado Rd. Poway, CA 92064-2404","July 1, 1980",(858) 485-1303,No,"15542 Pomerado Rd. Poway, CA 92064-2404 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.smspoway.org Link opens new browser tab
37682967072259,San Diego,Poway Unified,Country Montessori School of Poway,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37682967072259,adelac@countrymontessori.org,Ms. Adela Corrales Head of School adelac@countrymontessori.org Adela Corrales (Custodian of Records) adelac@countrymontessori.org,37 68296 7072259,Information Not Available,Information Not Available,5,"August 23, 2024",Poway Unified,K,"12642 Monte Vista Rd. Poway, CA 92064-2500","July 1, 1980",(858) 673-1756,No,"12642 Monte Vista Rd. Poway, CA 92064-2500 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,Information Not Available
37682967078298,San Diego,Poway Unified,Maranatha Christian Schools,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37682967078298,kelly.rodriguez@gomcs1.com,Mr. Jess Hetherington Superintendent Jess.hetherington@gomcs1.com Mrs. Shayna Grenewitz (Custodian of Records) shana.grenewitz@gomcs1.com,37 68296 7078298,Information Not Available,Information Not Available,12,"August 8, 2025",Poway Unified,K,"9050 Maranatha Dr. San Diego, CA 92127-2923","July 1, 1980",(858) 759-9737,No,"9050 Maranatha Dr. San Diego, CA 92127-2923 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.maranathachristianschools.org Link opens new browser tab
